Data,Label
"(export (version D)\r\n  (design\r\n    (source C:\\Users\\ANKUSH\\eSim-Workspace\\TRAIL\\TRAIL.sch)\r\n    (date ""02/27/16 11:17:36"")\r\n    (tool ""Eeschema (after 2015-mar-04 BZR unknown)-product"")\r\n    (sheet (number 1) (name /) (tstamps /)\r\n      (title_block\r\n        (title)\r\n        (company)\r\n        (rev)\r\n        (date)\r\n        (source TRAIL.sch)\r\n        (comment (number 1) (value """"))\r\n        (comment (number 2) (value """"))\r\n        (comment (number 3) (value """"))\r\n        (comment (number 4) (value """")))))\r\n  (components\r\n    (comp (ref v1)\r\n      (value AC)\r\n      (footprint R1)\r\n      (libsource (lib eSim_Sources) (part AC))\r\n      (sheetpath (names /) (tstamps /))\r\n      (tstamp 56C7FE0A))\r\n    (comp (ref 1K1)\r\n      (value R)\r\n      (libsource (lib device) (part R))\r\n      (sheetpath (names /) (tstamps /))\r\n      (tstamp 56C7FE48))\r\n    (comp (ref C1)\r\n      (value 1u)\r\n      (libsource (lib device) (part C))\r\n      (sheetpath (names /) (tstamps /))\r\n      (tstamp 56C7FF01)))\r\n  (libparts\r\n    (libpart (lib device) (part C)\r\n      (description ""Unpolarized capacitor"")\r\n      (footprints\r\n        (fp C?)\r\n        (fp C_????_*)\r\n        (fp C_????)\r\n        (fp SMD*_c)\r\n        (fp Capacitor*))\r\n      (fields\r\n        (field (name Reference) C)\r\n        (field (name Value) C))\r\n      (pins\r\n        (pin (num 1) (name ~) (type passive))\r\n        (pin (num 2) (name ~) (type passive))))\r\n    (libpart (lib device) (part R)\r\n      (description Resistor)\r\n      (footprints\r\n        (fp R_*)\r\n        (fp Resistor_*))\r\n      (fields\r\n        (field (name Reference) R)\r\n        (field (name Value) R))\r\n      (pins\r\n        (pin (num 1) (name ~) (type passive))\r\n        (pin (num 2) (name ~) (type passive))))\r\n    (libpart (lib eSim_Sources) (part AC)\r\n      (footprints\r\n        (fp 1_pin))\r\n      (fields\r\n        (field (name Reference) v)\r\n        (field (name Value) AC)\r\n        (field (name Footprint) R1))\r\n      (pins\r\n        (pin (num 1) (name +) (type input))\r\n        (pin (num 2) (name -) (type input)))))\r\n  (libraries\r\n    (library (logical device)\r\n      (uri ""C:\\\\Program Files (x86)\\\\KiCad\\\\share\\\\kicad\\\\library\\\\device.lib""))\r\n    (library (logical eSim_Sources)\r\n      (uri C:\\esim\\eSim\\kicadSchematicLibrary\\eSim_Sources.lib)))\r\n  (nets\r\n    (net (code 1) (name out)\r\n      (node (ref C1) (pin 1))\r\n      (node (ref 1K1) (pin 2)))\r\n    (net (code 2) (name in)\r\n      (node (ref v1) (pin 1))\r\n      (node (ref 1K1) (pin 1)))\r\n    (net (code 3) (name GND)\r\n      (node (ref C1) (pin 2))\r\n      (node (ref v1) (pin 2)))))",Not Spam
Replied,Not Spam
Submit Answer,Not Spam
Submit Answer,Not Spam
Submit Answer Again,Not Spam
Submit Answer again,Not Spam
Yes sir I am able to find these two files. When I double click on that file new page open with the contents which I had sent you.,Not Spam
"Thanks, that problem has solved but it is giving error for python plot.I am sending the same error window data.Trying gmin =  1.0000E-007 Note: One successful gmin stepTrying gmin =  1.0000E-008 Note: One successful gmin stepTrying gmin =  1.0000E-009 Note: One successful gmin stepTrying gmin =  1.0000E-010 Note: One successful gmin stepTrying gmin =  1.0000E-011 Note: One successful gmin stepTrying gmin =  1.0000E-012 Note: One successful gmin stepTrying gmin =  1.0000E-012 Note: One successful gmin stepWarning: singular matrix:  check nodes net-_1k1-pad2_ and net-_1k1-pad2_Warning: Dynamic gmin stepping failedNote: Starting source steppingSupplies reduced to   0.0000% Warning: singular matrix:  check nodes net-_1k1-pad2_ and net-_1k1-pad2_Trying gmin =  1.0000E-002 Note: One successful gmin stepTrying gmin =  1.0000E-003 Note: One successful gmin stepTrying gmin =  1.0000E-004 Note: One successful gmin stepTrying gmin =  1.0000E-005 Note: One successful gmin stepTrying gmin =  1.0000E-006 Note: One successful gmin stepTrying gmin =  1.0000E-007 Note: One successful gmin stepTrying gmin =  1.0000E-008 Note: One successful gmin stepTrying gmin =  1.0000E-009 Note: One successful gmin stepTrying gmin =  1.0000E-010 Note: One successful gmin stepTrying gmin =  1.0000E-011 Note: One successful gmin stepTrying gmin =  1.0000E-012 Note: One successful gmin stepNote: One successful source stepSupplies reduced to   0.1000% Warning: singular matrix:  check nodes net-_1k1-pad2_ and net-_1k1-pad2_Supplies reduced to   0.0000% Warning: singular matrix:  check nodes net-_1k1-pad2_ and net-_1k1-pad2_Warning: source stepping failedTransient solution failed -Last Node Voltages------------------Node                                   Last Voltage        Previous Iter----                                   ------------        -------------net-_1k1-pad1_                                    0                    0net-_1k1-pad2_                                    0                    0v1#branch                                         0                    0doAnalyses: iteration limit reachedrun simulation(s) abortedError(parse.c--checkvalid): net-_1k1-pad1_: no such vector.Error(parse.c--checkvalid): v1#branch: no such vector.ngspice 1 -> ",Not Spam
Could you give the code and error?,Not Spam
What are the errors you encountered?,Not Spam
Replied.,Not Spam
"Here are some latest features of laptop: USB Type C charging. High resolution screens, OLED displays,windows 10 preloaded, Intel skylake CPUs etc.,USB Type-C ChargingUSB Type-C Charging USB Type-C Charging",Not Spam
I had also the same issue and thank you so much for sharing this question here.,Not Spam
There is a FileNotFoundError exception in Python-3.,Not Spam
I would also like to say that the better to do is to use updated version.,Not Spam
"Hi, thank you so much for sharing this issue here. Its really helped me a lot.",Not Spam
"Hi, I had also the same issue. I am working with a project of kochi airport taxi and I want to use hindi typing here in order to provide more functionality to my project. As I founded the question here I am really happy and thank you so much for sharing this question here. I will make a try with the link you provided. Thank you so much for sharing it.",Not Spam
I also installed scilab of the same version. Now think we need to change the version?,Not Spam
You can use the latest version. Because it will have more options. It is my opinion if you need more options. Thank you.,Not Spam
"Dear Alex,The error tells that environment variable require for eSim is not set properly. It happen because you have not run it as administrator.Just rerun the Setup.exe by right clicking and running it as administrator.Let me know if you still got any error.",Not Spam
"We do not sell the FOSSEE laptop in IIT Bombay. If you wish to purchase one, you may contact our vendor at http://myvidyut.com/contact/",Not Spam
"Hi KVK,Your deltaT is decreasing / changing because of implementation of adjustable Runtime in controlDict file which must have been kept on. Also please check your initial dT since your max Courant number ( Co = U*dT / dX ) is exceeding the limit value of 1.Most of the times the solution diverges because of the Courant number exceeding 1 in such explicit solvers.Try decreasing the initial  time step (dT).Regards,Rahul Joshi",Not Spam
"Hi KVK, Keep the adjust time step -  offIn case you keep it on,  keep the deltaT as 0.001 and then try running your simulation. ",Not Spam
"Hi KVK, Try couple things1. Keep deltaT as e-52. Check for any variables if they are tending to zero. Floating point exception error can occur because of it. ",Not Spam
Floating point error is nothing but some quantity being divided by zero and hence the solution with not proceed. ,Not Spam
Your courant number exceeds 1.Can you mail us  your case file on this mail I'd. contact_cfd@fossee.inI will get back to you tomorrow.,Not Spam
"Hi,thanks for your answer. My problem with surf is, that I don't get a color only sometimes. Is there always a special color parameter necessary?RegardsRudi ",Not Spam
"I'm not able to understand the issue. When I try to calculate/plot sin(x)/x for x=0, I get an error. Could you share your code? I don't see how you get 1 for x=0.",Not Spam
"Hi,the problem is:Mathematically  sin(x)/x approximates to 1 if x comes more and more nearer to 0. Just have a look in Google for sin(x)/x. You will get immediately the graphic of this function.Rudi",Not Spam
"Dear Ankush,All the source for eSim is available under library eSim_Source.",Not Spam
"Dear Ankush, Please look under 'Place component' search for eSim_Sources, here you can find the AC voltage source.",Not Spam
"Hi,     My email id is pyreddy@vrsiddhartha.ac.in. ",Not Spam
Answer again,Not Spam
"Dear Winderson,We have created our own component in Kicad for simulation in ngspice. The reason is there are few components in Kicad whose netlist generation are not in order with that of ngspice. In our earlier version(OSCAD), We were doing mapping in Kicad to Ngspice converter for all such component whose netlist are not in order with ngspice but that was not great solution because if Kicad people change the netlist format then again we have to redo the mapping in our source code I would suggest you to use Kicad's own component for PCB designing and for simulation you can use eSim's component.Hope this answer your query. ",Not Spam
"Dear Ankush,eSim does not support any IC for simulation. However you can design the circuit for the same. Like for the IC7805 which is regulator you can design your own regulator using Zener diode and relevant component.Hope this answer your question.",Not Spam
"Hi,As the message said , please don't have space in your sub circuit name. To know more about how to create sub circuit you can follow our User manual.Please download it from http://esim.fossee.in/downloads",Not Spam
"Hi,As the message said , please don't have space in your sub circuit name. To know more about how to create sub circuit you can follow our User manual.Please download it from http://esim.fossee.in/downloads",Not Spam
"Hi,As the message said , please don't have space in your sub circuit name. To know more about how to create sub circuit you can follow our User manual.Please download it from http://esim.fossee.in/downloads",Not Spam
"Hi,Merci pour votre r\xe9ponse. Maintenant la cr\xe9ation est possible.",Not Spam
"Hi,Can you please share the content of your *.cir.out file ?",Not Spam
"KVK,we are looking into your case files. For the above error, please check your RASProperties files in constant folder. Regards,Rahul Joshi",Not Spam
